2026-03-14 22:03:52,325 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:52,326 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "db162b40", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 7.05, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:52,327 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "db162b40", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 7.98, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:52,505 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:52,506 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "993faf2f", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 6.71, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:52,507 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "993faf2f", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 7.67, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:52,683 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:52,684 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "09071c8a", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 7.43, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:52,685 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "09071c8a", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 8.71, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:52,865 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:52,866 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "bdd5c1d8", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 7.45, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:52,867 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "bdd5c1d8", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 8.47, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,044 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,046 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "2560d756", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 6.74, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,046 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "2560d756", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 7.43, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,222 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,223 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "ef4dd228", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 7.51, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,224 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "ef4dd228", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 8.52, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,404 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,404 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "06e85dad", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.79, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,405 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "06e85dad", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.8, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,579 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,580 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "c1750cfa", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.51, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,581 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "c1750cfa", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.67, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,756 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,758 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "55997475", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.35, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,759 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "55997475", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.63, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:53,935 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:53,936 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "ad607ee2", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.24, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:53,936 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "ad607ee2", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 5.92, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:54,114 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:54,114 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "aecb901d", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 4.53, "save_ativo": "alexandre_paiva"}
